tconst,titleType,primaryTitle,startYear,endYear,genres,averageRating,numVotes,title_x,imdb_url,title_y
tt0088655,tvMiniSeries,AD Police Files,1990,1990,"Animation,Crime,Horror",6.6,1169,['AD Police Files'],https://www.imdb.com/title/tt0088655/,AD Police Files
tt1283286,movie,I skog och mark,1990,,Animation,4.7,18,['I skog och mark'],https://www.imdb.com/title/tt1283286/,I skog och mark
tt0097558,short,Ident,1990,,"Animation,Short",6.5,260,['Ident'],https://www.imdb.com/title/tt0097558/,Ident
tt0097966,short,Next,1990,,"Animation,Short",7.3,305,['Next'],https://www.imdb.com/title/tt0097966/,Next
tt0098426,movie,Srkny s papucs,1990,,Animation,6.9,256,['Srkny s papucs'],https://www.imdb.com/title/tt0098426/,Srkny s papucs
tt0098077,movie,Peraustrnia 2004,1990,,"Animation,Sci-Fi",7.4,55,['Peraustrnia 2004'],https://www.imdb.com/title/tt0098077/,Peraustrnia 2004
tt0098634,short,Western,1990,,"Animation,Short,Western",6.8,66,['Western'],https://www.imdb.com/title/tt0098634/,Western
tt0098763,tvSeries,Captain Planet and the Planeteers,1990,1996,"Action,Adventure,Animation",6.7,13320,['Captain Planet and the Planeteers'],https://www.imdb.com/title/tt0098763/,Captain Planet and the Planeteers
tt0098762,tvSeries,The Adventures of Super Mario Bros. 3,1990,1990,"Adventure,Animation,Comedy",7,2113,['The Adventures of Super Mario Bros. 3'],https://www.imdb.com/title/tt0098762/,The Adventures of Super Mario Bros. 3
tt0098752,tvSeries,Bill & Ted's Excellent Adventures,1990,1991,"Adventure,Animation,Comedy",6.4,2036,"[""Bill & Ted's Excellent Adventures""]",https://www.imdb.com/title/tt0098752/,Bill & Ted's Excellent Adventures
tt0098811,tvSeries,Gravedale High,1990,1991,"Animation,Comedy,Family",6.5,270,['Gravedale High'],https://www.imdb.com/title/tt0098811/,Gravedale High
tt0098848,tvSeries,Little Rosey,1990,,"Animation,Comedy,Family",5.7,93,['Little Rosey'],https://www.imdb.com/title/tt0098848/,Little Rosey
tt0098840,tvSeries,Kid 'n' Play,1990,1990,"Adventure,Animation,Comedy",5.8,209,"[""Kid 'n' Play""]",https://www.imdb.com/title/tt0098840/,Kid 'n' Play
tt15210716,short,Chudesa,1990,,"Animation,Short",5.6,8,['Chudesa'],https://www.imdb.com/title/tt15210716/,Chudesa
tt0098859,tvMovie,The Marzipan Pig,1990,,"Animation,Family",7.6,106,['The Marzipan Pig'],https://www.imdb.com/title/tt0098859/,The Marzipan Pig
tt0098861,tvSeries,Merrie Melodies: Starring Bugs Bunny and Friends,1990,,"Animation,Comedy,Family",8.3,1512,['Merrie Melodies: Starring Bugs Bunny and Friends'],https://www.imdb.com/title/tt0098861/,Merrie Melodies: Starring Bugs Bunny and Friends
tt1180340,tvMovie,Madeline's Christmas,1990,,"Adventure,Animation,Comedy",7.6,92,"[""Madeline's Christmas""]",https://www.imdb.com/title/tt1180340/,Madeline's Christmas
tt0098924,tvSeries,TaleSpin,1990,1991,"Action,Adventure,Animation",7.5,16834,['TaleSpin'],https://www.imdb.com/title/tt0098924/,TaleSpin
tt0098929,tvSeries,Tiny Toon Adventures,1990,1995,"Adventure,Animation,Comedy",7.5,14950,['Tiny Toon Adventures'],https://www.imdb.com/title/tt0098929/,Tiny Toon Adventures
tt0098891,tvSeries,Peter Pan and the Pirates,1990,1991,"Adventure,Animation,Family",7.2,771,['Peter Pan and the Pirates'],https://www.imdb.com/title/tt0098891/,Peter Pan and the Pirates
tt0098894,tvSeries,Piggsburg Pigs!,1990,1990,Animation,6.2,35,['Piggsburg Pigs!'],https://www.imdb.com/title/tt0098894/,Piggsburg Pigs!
tt0098950,tvSeries,The Wizard of Oz,1990,1991,"Action,Adventure,Animation",6.4,346,['The Wizard of Oz'],https://www.imdb.com/title/tt0098950/,The Wizard of Oz
tt15469286,video,Ranma ? Nettou uta gassen volume 2,1990,,"Animation,Comedy,Short",4,6,['Ranma ? Nettou uta gassen volume 2'],https://www.imdb.com/title/tt15469286/,Ranma ? Nettou uta gassen volume 2
tt15469236,video,Ranma ? Nettou uta gassen volume 1,1990,,"Animation,Comedy,Short",3,20,['Ranma ? Nettou uta gassen volume 1'],https://www.imdb.com/title/tt15469236/,Ranma ? Nettou uta gassen volume 1
tt0099115,short,Die Beichte,1990,,"Animation,Short",5.8,13,['Die Beichte'],https://www.imdb.com/title/tt0099115/,Die Beichte
tt1176472,video,Vampire Wars,1990,,"Action,Animation,Crime",4.9,266,['Vampire Senzo'],https://www.imdb.com/title/tt1176472/,Vampire Senzo
tt0099171,short,Box-Office Bunny,1990,,"Animation,Comedy,Family",6.7,516,['Box-Office Bunny'],https://www.imdb.com/title/tt0099171/,Box-Office Bunny
tt0099232,short,Catch of the Day,1990,,"Animation,Short",8.1,9,['Catch of the Day'],https://www.imdb.com/title/tt0099232/,Catch of the Day
tt0099272,movie,City Hunter: Bay City Wars,1990,,"Action,Animation,Comedy",6.8,427,['City Hunter: Bay City Wars'],https://www.imdb.com/title/tt0099272/,City Hunter: Bay City Wars
tt15210754,short,Lovtsy zhemchuga,1990,,"Animation,Short",5.3,6,['Lovtsy zhemchuga'],https://www.imdb.com/title/tt15210754/,Lovtsy zhemchuga
tt15170386,short,Svobodnyy tiran,1990,,"Animation,Short",6.1,9,['Svobodnyy tiran'],https://www.imdb.com/title/tt15170386/,Svobodnyy tiran
tt15170412,short,Sputnik ikry,1990,,"Animation,Short",5.2,9,['Sputnik ikry'],https://www.imdb.com/title/tt15170412/,Sputnik ikry
tt0099435,video,Dirty Pair: Flight 005 Conspiracy,1990,,"Action,Adventure,Animation",7,134,['Original Dirty Pair: Flight 005 Conspiracy'],https://www.imdb.com/title/tt0099435/,Original Dirty Pair: Flight 005 Conspiracy
tt0099410,movie,Despertaferro,1990,,"Adventure,Animation,Fantasy",6.4,53,['Despertaferro'],https://www.imdb.com/title/tt0099410/,Despertaferro
tt0099472,movie,DuckTales the Movie: Treasure of the Lost Lamp,1990,,"Adventure,Animation,Comedy",6.8,29975,['DuckTales: The Movie - Treasure of the Lost Lamp'],https://www.imdb.com/title/tt0099472/,DuckTales: The Movie - Treasure of the Lost Lamp
tt0099521,tvMiniSeries,Mainichi ga nichiyoubi,1990,1992,"Action,Animation,Romance",7.1,30,['Mainichi ga nichiyoubi'],https://www.imdb.com/title/tt0099521/,Mainichi ga nichiyoubi
tt1589413,short,Allegro vivace,1990,,"Animation,Short",6.7,7,['Allegro vivace'],https://www.imdb.com/title/tt1589413/,Allegro vivace
tt0099706,short,Grinning Evil Death,1990,,"Animation,Comedy,Horror",7.1,61,['Grinning Evil Death'],https://www.imdb.com/title/tt0099706/,Grinning Evil Death
tt0099696,short,Grasshoppers,1990,,"Animation,Comedy,History",7.1,669,['Cavallette'],https://www.imdb.com/title/tt0099696/,Cavallette
tt0099734,tvMovie,"Happy Birthday, Bugs!: 50 Looney Years",1990,,"Animation,Comedy,Documentary",7.3,171,"['Happy Birthday, Bugs!: 50 Looney Years']",https://www.imdb.com/title/tt0099734/,"Happy Birthday, Bugs!: 50 Looney Years"
tt0099748,movie,Haven,1990,,Animation,6,12,['Haven'],https://www.imdb.com/title/tt0099748/,Haven
tt0099878,movie,Jetsons: The Movie,1990,,"Animation,Comedy,Family",5.6,6042,['Jetsons: The Movie'],https://www.imdb.com/title/tt0099878/,Jetsons: The Movie
tt0099962,tvSeries,K?pt'n Blaub?rs Seemannsgarn,1990,2012,"Animation,Family",7.7,76,"[""K?pt'n Blaub?rs Seemannsgarn""]",https://www.imdb.com/title/tt0099962/,K?pt'n Blaub?rs Seemannsgarn
tt1605120,tvSeries,Bertie the Bat,1990,,Animation,6.7,16,['Bertie the Bat'],https://www.imdb.com/title/tt1605120/,Bertie the Bat
tt0100044,tvSeries,Record of the Lodoss War,1990,1991,"Action,Adventure,Animation",7.5,3195,['R?dosu-t? senki'],https://www.imdb.com/title/tt0100044/,R?dosu-t? senki
tt0100099,tvMiniSeries,Devil Hunter Yohko,1990,1995,"Action,Animation,Comedy",6.5,347,['Mamono Hunter Y?ko'],https://www.imdb.com/title/tt0100099/,Mamono Hunter Y?ko
tt16271790,video,Heart-coloured Killer Ticket,1990,,"Animation,Mystery",6.4,7,['Satsujin Kippu wa Heart-iro'],https://www.imdb.com/title/tt16271790/,Satsujin Kippu wa Heart-iro
tt0100281,movie,The Nutcracker Prince,1990,,"Adventure,Animation,Family",6.8,2787,['The Nutcracker Prince'],https://www.imdb.com/title/tt0100281/,The Nutcracker Prince
tt0100356,movie,Peter in Magicland,1990,,"Adventure,Animation,Family",7.3,382,['Peterchens Mondfahrt'],https://www.imdb.com/title/tt0100356/,Peterchens Mondfahrt
tt0100421,tvSeries,Project A-Ko Versus,1990,1990,"Animation,Comedy,Sci-Fi",6.2,257,['Project A-Ko Versus'],https://www.imdb.com/title/tt0100421/,Project A-Ko Versus
tt0100409,short,The Prince and the Pauper,1990,,"Action,Adventure,Animation",7.1,4333,['The Prince and the Pauper'],https://www.imdb.com/title/tt0100409/,The Prince and the Pauper
tt1163877,short,Sunday,1990,,"Animation,Short",5.4,9,['Sonntag'],https://www.imdb.com/title/tt1163877/,Sonntag
tt0100477,movie,The Rescuers Down Under,1990,,"Adventure,Animation,Comedy",6.8,50224,['The Rescuers Down Under'],https://www.imdb.com/title/tt0100477/,The Rescuers Down Under
tt0100467,tvMovie,The Red Shoes,1990,,"Animation,Drama,Family",7,70,['The Red Shoes'],https://www.imdb.com/title/tt0100467/,The Red Shoes
tt0100510,short,Roller Coaster Rabbit,1990,,"Animation,Comedy,Family",7.4,1622,['Roller Coaster Rabbit'],https://www.imdb.com/title/tt0100510/,Roller Coaster Rabbit
tt0281008,tvMovie,Of Moose and Men: The Rocky & Bullwinkle Story,1990,,"Animation,Documentary,History",4.9,55,['Of Moose and Men: The Rocky & Bullwinkle Story'],https://www.imdb.com/title/tt0281008/,Of Moose and Men: The Rocky & Bullwinkle Story
tt1677689,tvSeries,C.L.Y.D.E.,1990,1991,"Adventure,Animation,Comedy",6.7,38,['C.L.Y.D.E.'],https://www.imdb.com/title/tt1677689/,C.L.Y.D.E.
tt16757816,short,The Religious Experience of Philip K. Dick,1990,,"Animation,Biography,Sci-Fi",6.4,8,['The Religious Experience of Philip K. Dick'],https://www.imdb.com/title/tt16757816/,The Religious Experience of Philip K. Dick
tt0122232,video,Robotix,1990,,"Action,Adventure,Animation",6.5,170,['Robotix'],https://www.imdb.com/title/tt0122232/,Robotix
tt0281480,tvSeries,Midnight Patrol: Adventures in the Dream Zone,1990,1990,"Adventure,Animation,Comedy",7.2,138,['Potsworth & Co.'],https://www.imdb.com/title/tt0281480/,Potsworth & Co.
tt0100912,movie,Werner and the Wizard of Booze,1990,,"Action,Adventure,Animation",6.7,6581,['Werner - Beinhart!'],https://www.imdb.com/title/tt0100912/,Werner - Beinhart!
tt1146434,tvMovie,The Chipmunks: Rockin' Through the Decades,1990,,"Animation,Music",7.5,177,"[""The Chipmunks: Rockin' Through the Decades""]",https://www.imdb.com/title/tt1146434/,The Chipmunks: Rockin' Through the Decades
tt0284364,short,Ode to G.I. Joe,1990,,"Animation,Comedy,Short",7.6,51,['Ode to G.I. Joe'],https://www.imdb.com/title/tt0284364/,Ode to G.I. Joe
tt1189080,movie,Soreike! Anpanman: Baikinman no gyakush?,1990,,"Adventure,Animation,Family",5.5,17,['Soreike! Anpanman: Baikinman no gyakush?'],https://www.imdb.com/title/tt1189080/,Soreike! Anpanman: Baikinman no gyakush?
tt1147520,movie,Doraemon: Nobita and the Animal Planet,1990,,"Adventure,Animation,Family",6.8,686,['Doraemon: Nobita to Animaru puranetto'],https://www.imdb.com/title/tt1147520/,Doraemon: Nobita to Animaru puranetto
tt1822383,tvSeries,Casper and Friends,1990,1994,"Animation,Comedy,Family",6.2,175,['Casper and Friends'],https://www.imdb.com/title/tt1822383/,Casper and Friends
tt0284050,video,Disney Sing-Along Songs: Disneyland Fun,1990,,"Adventure,Animation,Comedy",8,362,['Disney Sing-Along-Songs: Disneyland Fun'],https://www.imdb.com/title/tt0284050/,Disney Sing-Along-Songs: Disneyland Fun
tt1840330,short,Happy Birthday Switzerland,1990,,"Animation,Comedy,Short",6.4,6,['Happy Birthday Switzerland'],https://www.imdb.com/title/tt1840330/,Happy Birthday Switzerland
tt0122834,tvSeries,Samurai Pizza Cats,1990,1991,"Action,Animation,Comedy",7.2,1124,['Samurai Pizza Cats'],https://www.imdb.com/title/tt0122834/,Samurai Pizza Cats
tt0285021,video,Disney Sing-Along Songs: Under the Sea,1990,,"Animation,Family,Music",7.8,122,['Disney Sing-Along-Songs: Under the Sea'],https://www.imdb.com/title/tt0285021/,Disney Sing-Along-Songs: Under the Sea
tt0270186,tvMovie,The Adventure Machine,1990,,Animation,4.4,12,['The Adventure Machine'],https://www.imdb.com/title/tt0270186/,The Adventure Machine
tt1967540,short,Once Upon a Time...,1990,,"Animation,Fantasy,Sci-Fi",6.6,80,['Kogda-to davno...'],https://www.imdb.com/title/tt1967540/,Kogda-to davno...
tt1137395,short,The Race,1990,,"Animation,Short",6.2,50,['Wyscig'],https://www.imdb.com/title/tt1137395/,Wyscig
tt1934309,short,Croak x Croak,1990,,"Animation,Short",5.7,40,['Kvazhdy Kva'],https://www.imdb.com/title/tt1934309/,Kvazhdy Kva
tt11357598,video,Carol,1990,,"Action,Animation,Fantasy",3.8,11,['Carol'],https://www.imdb.com/title/tt11357598/,Carol
tt11357658,video,Eiji,1990,,"Animation,Comedy,Drama",5.9,32,['Eiji'],https://www.imdb.com/title/tt11357658/,Eiji
tt1998161,tvMovie,A Klondike Christmas,1990,,"Animation,Family",7.6,13,['A Klondike Christmas'],https://www.imdb.com/title/tt1998161/,A Klondike Christmas
tt11359596,movie,After Man,1990,,"Animation,Documentary",7.6,17,['After Man'],https://www.imdb.com/title/tt11359596/,After Man
tt14837454,tvMiniSeries,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,1990,1991,"Action,Animation,Fantasy",5,9,['Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka'],https://www.imdb.com/title/tt14837454/,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka
tt0289263,short,Konservfilm,1990,,"Animation,Short",8.7,64,['Konservfilm'],https://www.imdb.com/title/tt0289263/,Konservfilm
tt2045936,tvSeries,The Brollys,1990,1991,"Animation,Family",7.2,25,['The Brollys'],https://www.imdb.com/title/tt2045936/,The Brollys
tt2044721,tvSeries,Wowser,1990,,Animation,7.4,12,['Wowser'],https://www.imdb.com/title/tt2044721/,Wowser
tt20494860,tvSeries,Pygmalio,1990,1991,"Adventure,Animation,Fantasy",6.7,9,['Pygmalio'],https://www.imdb.com/title/tt20494860/,Pygmalio
tt1477031,short,Moanologue,1990,,"Animation,Short",6.1,10,['Moanologue'],https://www.imdb.com/title/tt1477031/,Moanologue
tt1477113,short,Wishful Thinking,1990,,"Animation,Short",6.9,14,['Wishful Thinking'],https://www.imdb.com/title/tt1477113/,Wishful Thinking
tt1194096,tvMovie,The Admiral and the Princess,1990,,"Animation,Family",7.8,23,['The Admiral and the Princess'],https://www.imdb.com/title/tt1194096/,The Admiral and the Princess
tt21255436,tvSeries,Be-Bop High School,1990,1998,"Action,Animation,Comedy",7.6,36,['Be-Bop High School'],https://www.imdb.com/title/tt21255436/,Be-Bop High School
tt0291632,tvSeries,Magical Angel Sweet Mint,1990,1991,"Animation,Comedy,Family",7.6,28,['Mah? no angel Sweet Mint'],https://www.imdb.com/title/tt0291632/,Mah? no angel Sweet Mint
tt2167725,movie,Chibi Maruko-chan Movie,1990,,"Animation,Comedy,Family",7.2,121,['Chibi Maruko-chan: ?no-kun to Sugiyama-kun'],https://www.imdb.com/title/tt2167725/,Chibi Maruko-chan: ?no-kun to Sugiyama-kun
tt0123325,tvShort,"Why, Charlie Brown, Why?",1990,,"Animation,Comedy,Drama",7.8,1140,"['Why, Charlie Brown, Why?']",https://www.imdb.com/title/tt0123325/,"Why, Charlie Brown, Why?"
tt0293701,tvMovie,What's Up Doc? A Salute to Bugs Bunny,1990,,"Animation,Documentary",7.1,95,"[""What's Up Doc? A Salute to Bugs Bunny""]",https://www.imdb.com/title/tt0293701/,What's Up Doc? A Salute to Bugs Bunny
tt2259398,video,Thomas & Friends: James Learns a Lesson,1990,,"Animation,Family,Short",7.5,14,['Thomas & Friends: James Learns a Lesson'],https://www.imdb.com/title/tt2259398/,Thomas & Friends: James Learns a Lesson
tt2239666,tvShort,"Winged, Shaggy, Buttery",1990,,"Animation,Family,Short",6,28,"['Krylatyy, Mokhnatyy da Maslenyy']",https://www.imdb.com/title/tt2239666/,"Krylatyy, Mokhnatyy da Maslenyy"
tt2323340,video,The Curse of Kazuo Umezu,1990,,"Animation,Horror,Short",6.7,452,['Umezu Kazuo no noroi'],https://www.imdb.com/title/tt2323340/,Umezu Kazuo no noroi
tt2317079,video,Sesame Street: Sing Yourself Silly!,1990,,"Animation,Comedy,Family",8,38,['Sing Yourself Silly!'],https://www.imdb.com/title/tt2317079/,Sing Yourself Silly!
tt2330832,movie,Maroko,1990,,"Animation,Comedy,Drama",7.3,88,['Maroko'],https://www.imdb.com/title/tt2330832/,Maroko
tt2329960,tvShort,Aviatory,1990,,"Animation,Family,Short",6.4,25,['Aviatory'],https://www.imdb.com/title/tt2329960/,Aviatory
tt2308629,tvMovie,Dirty Beasts,1990,,Animation,6.5,16,['Dirty Beasts'],https://www.imdb.com/title/tt2308629/,Dirty Beasts
tt0262773,short,Pictures from Memory,1990,,"Animation,Short,War",6.5,26,['Slike iz sjecanja'],https://www.imdb.com/title/tt0262773/,Slike iz sjecanja
tt0262257,short,The Streetsweeper,1990,,"Animation,Short",6.9,53,['Le balayeur'],https://www.imdb.com/title/tt0262257/,Le balayeur
tt0124043,short,The Breakdown,1990,,"Animation,Short",6.1,28,['Die Panne'],https://www.imdb.com/title/tt0124043/,Die Panne
tt0261220,tvShort,Raisins Sold Out: The California Raisins II,1990,,"Adventure,Animation,Comedy",7.3,82,['Raisins Sold Out: The California Raisins II'],https://www.imdb.com/title/tt0261220/,Raisins Sold Out: The California Raisins II
tt0124229,tvSeries,Attack of the Killer Tomatoes,1990,1991,"Animation,Comedy,Sci-Fi",6.1,577,['Attack of the Killer Tomatoes'],https://www.imdb.com/title/tt0124229/,Attack of the Killer Tomatoes
tt0298659,tvSeries,Heroes on Hot Wheels,1990,1991,"Adventure,Animation,Sport",6.4,159,['Michel Vaillant'],https://www.imdb.com/title/tt0298659/,Michel Vaillant
tt2595550,tvMovie,Jak sevci zvedli vojnu pro cervenou sukni,1990,,"Animation,Family,Fantasy",7.6,19,['Jak sevci zvedli vojnu pro cervenou sukni'],https://www.imdb.com/title/tt2595550/,Jak sevci zvedli vojnu pro cervenou sukni
tt25787778,short,Love and Death of the Ordinary Potato,1990,,"Animation,Short",6.5,11,['Liubov ta smert Kartopli Zvychainoi'],https://www.imdb.com/title/tt25787778/,Liubov ta smert Kartopli Zvychainoi
tt2516806,short,Next Door,1990,,"Animation,Short",6.4,325,['Next Door'],https://www.imdb.com/title/tt2516806/,Next Door
tt0299286,tvSeries,The Dreamstone,1990,1995,"Adventure,Animation,Family",7.9,447,['The Dreamstone'],https://www.imdb.com/title/tt0299286/,The Dreamstone
tt0300797,tvSeries,The Little Flying Bears,1990,,"Animation,Family",8,469,['The Little Flying Bears'],https://www.imdb.com/title/tt0300797/,The Little Flying Bears
tt2706456,short,Personal City,1990,,"Animation,Short",6.4,10,['Kojin toshi'],https://www.imdb.com/title/tt2706456/,Kojin toshi
tt26685212,video,Eguchi Hisashi no Nantoka Narudesho!,1990,,"Animation,Comedy,Horror",4.7,22,['Eguchi Hisashi no Nantoka Narudesho!'],https://www.imdb.com/title/tt26685212/,Eguchi Hisashi no Nantoka Narudesho!
tt0301373,tvMiniSeries,Guy: Double Target,1990,1990,"Action,Animation,Comedy",6,76,['Gai yoma kakusei'],https://www.imdb.com/title/tt0301373/,Gai yoma kakusei
tt27511919,tvSeries,Ctyrlstek,1990,1991,"Animation,Comedy,Family",6.6,6,['Ctyrlstek'],https://www.imdb.com/title/tt27511919/,Ctyrlstek
tt27505567,video,1+2=Paradise: Showdown! Pink Sisters vs. Lusty Queenbee,1990,,"Animation,Comedy,Romance",4.7,15,['1+2=Paradise: Taiketsu! Momoiro Shimai V.S. Koushoku Jooubachi'],https://www.imdb.com/title/tt27505567/,1+2=Paradise: Taiketsu! Momoiro Shimai V.S. Koushoku Jooubachi
tt0101927,movie,War of the Birds,1990,,"Adventure,Animation,Comedy",7.1,974,['Fuglekrigen i Kan?fleskoven'],https://www.imdb.com/title/tt0101927/,Fuglekrigen i Kan?fleskoven
tt27587277,tvSeries,Knights of Ramune & 40,1990,1991,Animation,5.4,8,['Knights of Ramune & 40'],https://www.imdb.com/title/tt27587277/,Knights of Ramune & 40
tt29288167,tvMiniSeries,Kidou Senshi SD Gundam Gaiden,1990,1991,"Animation,Comedy,Fantasy",5.9,13,['Kidou Senshi SD Gundam Gaiden'],https://www.imdb.com/title/tt29288167/,Kidou Senshi SD Gundam Gaiden
tt0305094,tvSeries,Robin Hood,1990,1992,"Adventure,Animation,Comedy",7.3,1012,['Robin Fuddo no Daib?ken'],https://www.imdb.com/title/tt0305094/,Robin Fuddo no Daib?ken
tt29731020,short,Tyuk,1990,,"Animation,Short",6.4,5,['Tyuk'],https://www.imdb.com/title/tt29731020/,Tyuk
tt29703293,short,Plymptoons,1990,,"Animation,Short",6.3,12,['Plymptoons'],https://www.imdb.com/title/tt29703293/,Plymptoons
tt30229919,tvSpecial,Fujiko Fujio A no Mumako,1990,,"Animation,Horror",6.7,12,['Fujiko Fujio A no Mumako'],https://www.imdb.com/title/tt30229919/,Fujiko Fujio A no Mumako
tt0124956,tvSeries,New Kids on the Block,1990,1990,"Adventure,Animation,Family",4.4,165,['New Kids on the Block'],https://www.imdb.com/title/tt0124956/,New Kids on the Block
tt0257308,tvSeries,Idol Angel Yokoso Yoko,1990,1991,"Animation,Comedy,Drama",6.5,19,['Aidoru tenshi y?koso Y?ko'],https://www.imdb.com/title/tt0257308/,Aidoru tenshi y?koso Y?ko
tt2998394,short,Litter Rap,1990,,"Animation,Short",5.7,14,['Litter Rap'],https://www.imdb.com/title/tt2998394/,Litter Rap
tt1090701,tvMovie,The Woman Who Raised a Bear as Her Son,1990,,"Animation,Family",7.8,17,['The Woman Who Raised a Bear as Her Son'],https://www.imdb.com/title/tt1090701/,The Woman Who Raised a Bear as Her Son
tt2935260,short,The Researcher's Search,1990,,"Animation,Short",5.4,31,['Enkinh? no hako'],https://www.imdb.com/title/tt2935260/,Enkinh? no hako
tt3066696,short,Grabowski - Haus des Lebens,1990,,"Animation,Drama,Short",7,5,['Grabowski - Haus des Lebens'],https://www.imdb.com/title/tt3066696/,Grabowski - Haus des Lebens
tt1424078,tvMovie,The Yum Yums: The Day Things Went Sour,1990,,"Adventure,Animation,Family",8.2,33,['The Yum Yums: The Day Things Went Sour'],https://www.imdb.com/title/tt1424078/,The Yum Yums: The Day Things Went Sour
tt0305730,video,The Kingdom Chums: Original Top Ten,1990,,"Animation,Family,Musical",7,127,['The Kingdom Chums: Original Top Ten'],https://www.imdb.com/title/tt0305730/,The Kingdom Chums: Original Top Ten
tt0305767,tvMovie,The Little Crooked Christmas Tree,1990,,"Animation,Family",6,31,['The Little Crooked Christmas Tree'],https://www.imdb.com/title/tt0305767/,The Little Crooked Christmas Tree
tt3034462,short,Thorie des ensembles,1990,,"Animation,Documentary,Short",6.2,130,['Thorie des ensembles'],https://www.imdb.com/title/tt3034462/,Thorie des ensembles
tt30145248,movie,Hello Kitty no Oyayubi Hime,1990,,Animation,4,8,['Hello Kitty no Oyayubi Hime'],https://www.imdb.com/title/tt30145248/,Hello Kitty no Oyayubi Hime
tt10833576,tvShort,The Torch and the Ballerina,1990,,"Animation,Short",5.4,7,['Fakel i balerina'],https://www.imdb.com/title/tt10833576/,Fakel i balerina
tt3096008,short,The Monument,1990,,"Animation,Short",6.1,16,['Das Monument'],https://www.imdb.com/title/tt3096008/,Das Monument
tt3096010,short,The Full Circle,1990,,"Animation,Short",6.4,9,['Der Kreis'],https://www.imdb.com/title/tt3096010/,Der Kreis
tt0306532,tvMovie,Beetle Bailey,1990,,"Animation,Comedy",7,83,['Beetle Bailey'],https://www.imdb.com/title/tt0306532/,Beetle Bailey
tt30810065,short,Anime Shop Parody Cm/battle Mode,1990,,"Action,Animation,Fantasy",5.7,8,['Anime Shop Parody Cm/battle Mode'],https://www.imdb.com/title/tt30810065/,Anime Shop Parody Cm/battle Mode
tt32321917,short,Haruko's Adventure,1990,,"Animation,Short",7.2,5,"[""Haruko's Adventure""]",https://www.imdb.com/title/tt32321917/,Haruko's Adventure
tt1075311,video,Cinderella,1990,,"Animation,Family,Fantasy",6.5,67,['Cinderella'],https://www.imdb.com/title/tt1075311/,Cinderella
tt3403208,video,Nicholas: The Boy Who Became Santa,1990,,"Animation,Biography,Family",6.4,32,['Nicholas: The Boy Who Became Santa'],https://www.imdb.com/title/tt3403208/,Nicholas: The Boy Who Became Santa
tt10758092,movie,Prince Moon and Princess Sun,1990,,"Adventure,Animation,Drama",8,8,['Ho Dong Wangjawa Rang Nang Gongju'],https://www.imdb.com/title/tt10758092/,Ho Dong Wangjawa Rang Nang Gongju
tt33059996,tvMiniSeries,New Dream Hunter Rem,1990,1992,"Action,Animation,Fantasy",6.5,17,['New Dream Hunter Rem'],https://www.imdb.com/title/tt33059996/,New Dream Hunter Rem
tt1075333,video,The Jungle Book,1990,,"Adventure,Animation,Family",5.8,65,['Jungle Book'],https://www.imdb.com/title/tt1075333/,Jungle Book
tt1075365,movie,Naksitrallid,1990,,Animation,7.7,72,['Naksitrallid'],https://www.imdb.com/title/tt1075365/,Naksitrallid
tt1075399,video,Snow White,1990,,"Animation,Family,Fantasy",4.7,1072,['Snow White'],https://www.imdb.com/title/tt1075399/,Snow White
tt3477110,tvSeries,Majikaru Tarur?to-kun,1990,1992,"Adventure,Animation,Comedy",6.6,21,['Majikaru Tarur?to-kun'],https://www.imdb.com/title/tt3477110/,Majikaru Tarur?to-kun
tt3513558,short,Panspermia,1990,,"Animation,Short",6.5,6,['Panspermia'],https://www.imdb.com/title/tt3513558/,Panspermia
tt1211656,tvSeries,Nellie the Elephant,1990,1991,"Adventure,Animation,Drama",6.3,74,['Nellie the Elephant'],https://www.imdb.com/title/tt1211656/,Nellie the Elephant
tt35766414,tvMiniSeries,Urotsukidji II: Legend of the Demon Womb,1990,1991,"Animation,Fantasy,Horror",5.3,9,['Shin Ch?jin densetsu urotsukid?ji: Mataiden'],https://www.imdb.com/title/tt35766414/,Shin Ch?jin densetsu urotsukid?ji: Mataiden
tt3666082,tvMovie,Goofy's Guide to Success,1990,,"Animation,Comedy,Family",6.2,19,"[""Goofy's Guide to Success""]",https://www.imdb.com/title/tt3666082/,Goofy's Guide to Success
tt0312670,short,Exit,1990,,"Animation,Comedy,Horror",7.2,85,['Exit'],https://www.imdb.com/title/tt0312670/,Exit
tt3711050,short,Amentia,1990,,"Animation,Short",6.7,16,['Amentsiya'],https://www.imdb.com/title/tt3711050/,Amentsiya
tt3704852,tvSeries,The Three-eyed One,1990,,Animation,7.1,31,['The Three-eyed One'],https://www.imdb.com/title/tt3704852/,The Three-eyed One
tt3677710,tvSeries,Mashin Hero Wataru 2,1990,1991,"Action,Adventure,Animation",7.9,40,['Mashin eiy?den Wataru 2'],https://www.imdb.com/title/tt3677710/,Mashin eiy?den Wataru 2
tt4003854,video,Burning Blood,1990,,"Animation,Drama,Sport",6.3,11,['Burning Blood'],https://www.imdb.com/title/tt4003854/,Burning Blood
